Teff,logg,Mbol,BC,U,B,V,R,I,J,H,Ks,Y,J,H,K,W1,W2,W3,W4,S3.6,S4.5,S5.8,S8.0,u,g,r,i,z,g,r,i,z,y,G2,G2_BP,G2_RP,G3,G3_BP,G3_RP,FUV,NUV,Age,logL,mass,spectral_type
1750.0,8.341,19.932,0.976,23.304,21.211,18.957,18.71,20.425,20.708,20.651,21.94,20.752,20.63,20.523,21.907,17.799,17.124,16.336,15.531,17.511,17.124,17.1,16.809,24.298,20.118,18.587,20.607,20.413,19.773,18.655,20.665,20.438,20.385,19.325,19.323,19.438,19.36,19.329,19.495,56.82,33.699,14330000000.0,-6.0527999999999995,0.8,DA
2000.0,8.341,19.352,0.764,22.705,20.78,18.588,18.171,19.203,19.608,19.787,20.853,19.667,19.53,19.67,20.814,17.341,16.746,16.02,15.311,17.085,16.749,16.701,16.428,23.673,19.726,18.103,19.467,19.351,19.394,18.153,19.508,19.339,19.432,18.771,18.897,18.58,18.8,18.903,18.624,54.936,32.74,13950000000.0,-5.8208,0.8,DA
2250.0,8.341,18.84,0.559,22.166,20.387,18.282,17.723,18.248,18.749,19.119,20.024,18.794,18.674,19.011,19.982,16.981,16.45,15.768,15.127,16.751,16.454,16.39,16.131,23.112,19.388,17.726,18.558,18.506,19.07,17.756,18.587,18.472,18.654,18.285,18.555,17.877,18.308,18.56,17.911,53.333,31.857,13610000000.0,-5.616,0.8,DA
2500.0,8.341,18.383,0.353,21.713,20.052,18.029,17.366,17.501,17.962,18.389,19.113,18.045,17.894,18.298,19.071,16.565,16.107,15.481,14.904,16.366,16.112,16.038,15.799,22.638,19.096,17.447,17.853,17.834,18.79,17.459,17.872,17.787,18.017,17.876,18.287,17.316,17.894,18.292,17.342,51.968,31.136,13330000000.0,-5.433199999999999,0.8,DA
2750.0,8.341,17.968,0.159,21.278,19.74,17.809,17.065,16.875,17.296,17.775,18.331,17.371,17.234,17.696,18.292,16.206,15.806,15.219,14.694,16.035,15.812,15.725,15.504,22.183,18.829,17.224,17.283,17.25,18.539,17.224,17.293,17.201,17.438,17.512,18.058,16.838,17.527,18.064,16.857,50.611,30.399,13070000000.0,-5.2672,0.8,DA
3000.0,8.341,17.59,-0.004,20.863,19.436,17.594,16.802,16.381,16.708,17.213,17.648,16.765,16.654,17.144,17.611,15.877,15.529,14.973,14.492,15.731,15.537,15.44,15.232,21.753,18.567,17.022,16.842,16.769,18.29,17.016,16.844,16.726,16.931,17.191,17.841,16.443,17.205,17.847,16.457,49.252,29.692,12810000000.0,-5.116,0.8,DA
3250.0,8.341,17.242,-0.142,20.44,19.129,17.384,16.574,16.0,16.158,16.658,16.999,16.199,16.11,16.596,16.966,15.552,15.254,14.72,14.28,15.429,15.262,15.157,14.958,21.32,18.305,16.837,16.504,16.376,18.043,16.827,16.5,16.348,16.48,16.913,17.631,16.12,16.928,17.637,16.132,47.779,28.948,12540000000.0,-4.9768,0.8,DA
3500.0,8.34,16.92,-0.247,19.994,18.806,17.167,16.369,15.72,15.65,16.108,16.384,15.698,15.608,16.053,16.354,15.224,14.973,14.459,14.063,15.124,14.983,14.873,14.68,20.869,18.03,16.652,16.248,16.074,17.785,16.641,16.241,16.066,16.11,16.673,17.414,15.864,16.69,17.421,15.875,46.172,28.145,12250000000.0,-4.848000000000001,0.8,DA
3750.0,8.34,16.62,-0.318,19.526,18.468,16.938,16.173,15.505,15.205,15.566,15.775,15.301,15.165,15.52,15.747,14.885,14.673,14.186,13.85,14.804,14.683,14.569,14.384,20.397,17.741,16.459,16.04,15.843,17.513,16.448,16.032,15.851,15.829,16.456,17.184,15.653,16.475,17.192,15.664,44.419,27.293,11930000000.0,-4.728,0.8,DA
4000.0,8.34,16.339,-0.356,19.028,18.106,16.695,15.975,15.319,14.845,15.053,15.195,15.012,14.804,15.014,15.168,14.538,14.354,13.916,13.67,14.474,14.363,14.251,14.082,19.895,17.432,16.256,15.852,15.653,17.223,16.246,15.844,15.669,15.612,16.246,16.937,15.464,16.266,16.946,15.475,42.452,26.385,11530000000.0,-4.615599999999999,0.8,DA
4250.0,8.34,16.075,-0.365,18.492,17.723,16.44,15.771,15.143,14.578,14.596,14.659,14.803,14.535,14.564,14.631,14.195,14.029,13.684,13.549,14.144,14.038,13.934,13.796,19.354,17.107,16.041,15.668,15.481,16.918,16.032,15.66,15.499,15.434,16.031,16.673,15.281,16.052,16.684,15.293,40.011,25.416,11080000000.0,-4.51,0.8,DA
4500.0,8.339,15.825,-0.343,17.92,17.319,16.169,15.553,14.962,14.383,14.225,14.233,14.63,14.34,14.2,14.204,13.901,13.757,13.531,13.474,13.862,13.766,13.68,13.589,18.776,16.762,15.811,15.476,15.311,16.594,15.803,15.469,15.327,15.267,15.804,16.39,15.092,15.824,16.401,15.105,35.82,24.35,10570000000.0,-4.409999999999999,0.8,DA
4750.0,8.338,15.589,-0.298,17.337,16.907,15.886,15.323,14.774,14.224,13.96,13.916,14.468,14.182,13.94,13.886,13.675,13.564,13.432,13.406,13.646,13.569,13.511,13.46,18.186,16.408,15.569,15.275,15.136,16.26,15.563,15.269,15.149,15.101,15.564,16.091,14.895,15.584,16.104,14.908,31.845,23.307,9929000000.0,-4.315600000000001,0.8,DA
5000.0,8.337,15.364,-0.239,16.774,16.503,15.603,15.091,14.583,14.08,13.776,13.697,14.31,14.038,13.759,13.666,13.517,13.439,13.359,13.347,13.497,13.442,13.406,13.375,17.616,16.056,15.324,15.071,14.96,15.927,15.319,15.066,14.969,14.936,15.319,15.788,14.695,15.339,15.804,14.709,29.591,22.307,9137000000.0,-4.2256,0.8,DA
5250.0,8.336,15.148,-0.186,16.251,16.128,15.333,14.869,14.402,13.945,13.641,13.556,14.16,13.904,13.625,13.524,13.411,13.353,13.298,13.291,13.397,13.356,13.33,13.308,17.088,15.726,15.091,14.876,14.792,15.614,15.086,14.873,14.798,14.778,15.083,15.499,14.504,15.103,15.517,14.519,28.423,21.429,7909000000.0,-4.1392,0.8,DA
5500.0,8.334,14.94,-0.142,15.768,15.784,15.083,14.661,14.231,13.819,13.528,13.449,14.018,13.779,13.511,13.418,13.327,13.282,13.243,13.241,13.316,13.284,13.265,13.25,16.6,15.422,14.873,14.694,14.634,15.325,14.869,14.691,14.636,14.629,14.861,15.228,14.325,14.88,15.248,14.34,27.466,20.656,6472000000.0,-4.056,0.8,DA
6000.0,8.33,14.554,-0.099,14.925,15.2,14.653,14.304,13.937,13.603,13.343,13.287,13.775,13.564,13.325,13.257,13.197,13.169,13.155,13.158,13.19,13.17,13.161,13.155,15.753,14.902,14.5,14.38,14.363,14.83,14.497,14.378,14.359,14.374,14.474,14.756,14.017,14.492,14.782,14.033,26.007,19.207,4781000000.0,-3.9016000000000006,0.8,DA
6500.0,8.328,14.2,-0.103,14.28,14.741,14.303,14.013,13.698,13.425,13.195,13.162,13.577,13.388,13.176,13.133,13.098,13.085,13.089,13.085,13.094,13.085,13.084,13.086,15.108,14.486,14.196,14.125,14.142,14.432,14.194,14.124,14.134,14.166,14.154,14.37,13.766,14.173,14.402,13.783,24.649,17.832,3866000000.0,-3.7599999999999993,0.8,DA
7000.0,8.326,13.874,-0.129,13.795,14.365,14.003,13.761,13.491,13.273,13.071,13.058,13.405,13.237,13.051,13.03,13.016,13.014,13.024,13.011,13.014,13.014,13.018,13.023,14.624,14.138,13.934,13.903,13.95,14.096,13.932,13.904,13.939,13.985,13.879,14.044,13.548,13.897,14.08,13.566,23.379,16.713,3116000000.0,-3.629600000000001,0.8,DA
7500.0,8.325,13.57,-0.166,13.412,14.044,13.736,13.533,13.302,13.136,12.965,12.967,13.248,13.102,12.944,12.939,12.94,12.946,12.954,12.941,12.94,12.945,12.951,12.956,14.241,13.836,13.697,13.702,13.775,13.802,13.697,13.703,13.76,13.821,13.632,13.758,13.35,13.649,13.797,13.368,22.093,15.87,2488000000.0,-3.508,0.8,DA
8000.0,8.323,13.286,-0.206,13.094,13.761,13.492,13.323,13.126,13.011,12.87,12.883,13.102,12.979,12.848,12.856,12.866,12.877,12.885,12.873,12.867,12.876,12.883,12.887,13.925,13.566,13.48,13.514,13.612,13.538,13.479,13.517,13.594,13.668,13.406,13.501,13.166,13.423,13.542,13.185,20.733,15.221,1970000000.0,-3.3944,0.8,DA
8500.0,8.322,13.019,-0.246,12.821,13.506,13.265,13.127,12.961,12.895,12.782,12.805,12.967,12.866,12.759,12.777,12.794,12.808,12.819,12.81,12.796,12.808,12.815,12.82,13.654,13.32,13.277,13.339,13.461,13.296,13.277,13.342,13.439,13.526,13.196,13.267,12.994,13.213,13.31,13.013,19.441,14.7,1581000000.0,-3.2876000000000003,0.8,DA
9000.0,8.32,12.767,-0.285,12.582,13.273,13.052,12.943,12.807,12.787,12.7,12.731,12.841,12.76,12.676,12.702,12.723,12.741,12.756,12.749,12.726,12.741,12.749,12.755,13.416,13.093,13.088,13.175,13.319,13.071,13.087,13.179,13.294,13.394,13.0,13.051,12.833,13.017,13.094,12.853,18.342,14.269,1348000000.0,-3.1868,0.8,DA
9500.0,8.319,12.529,-0.322,12.366,13.058,12.851,12.769,12.663,12.685,12.622,12.66,12.723,12.662,12.597,12.631,12.654,12.675,12.695,12.691,12.657,12.676,12.684,12.693,13.201,12.882,12.909,13.021,13.187,12.861,12.909,13.025,13.159,13.271,12.816,12.849,12.682,12.833,12.893,12.703,17.424,13.897,1164000000.0,-3.0916,0.8,DA
10000.0,8.317,12.302,-0.361,12.169,12.859,12.663,12.608,12.53,12.591,12.549,12.593,12.614,12.57,12.523,12.563,12.587,12.611,12.636,12.635,12.591,12.612,12.621,12.632,13.006,12.686,12.743,12.877,13.066,12.666,12.743,12.883,13.035,13.159,12.645,12.661,12.543,12.662,12.706,12.564,16.626,13.568,1013000000.0,-3.0008,0.8,DA
10500.0,8.316,12.087,-0.405,11.988,12.678,12.492,12.462,12.41,12.506,12.482,12.531,12.517,12.487,12.456,12.501,12.525,12.549,12.577,12.581,12.528,12.551,12.56,12.571,12.827,12.507,12.593,12.748,12.957,12.488,12.593,12.754,12.924,13.058,12.489,12.49,12.418,12.506,12.536,12.439,15.83,13.273,887800000.0,-2.9148,0.8,DA
11000.0,8.314,11.881,-0.463,11.828,12.52,12.344,12.337,12.308,12.433,12.424,12.476,12.434,12.415,12.397,12.446,12.469,12.493,12.523,12.531,12.473,12.496,12.504,12.516,12.667,12.351,12.463,12.638,12.864,12.334,12.463,12.645,12.829,12.972,12.354,12.342,12.311,12.371,12.388,12.332,14.969,13.013,782600000.0,-2.8324000000000003,0.8,DA
11500.0,8.313,11.684,-0.536,11.686,12.385,12.22,12.232,12.223,12.371,12.373,12.428,12.364,12.353,12.346,12.399,12.422,12.446,12.478,12.489,12.426,12.449,12.457,12.469,12.525,12.22,12.355,12.547,12.787,12.203,12.355,12.554,12.75,12.9,12.24,12.216,12.222,12.257,12.262,12.244,14.218,12.783,693800000.0,-2.7535999999999996,0.8,DA
12000.0,8.311,11.496,-0.619,11.56,12.268,12.115,12.144,12.152,12.317,12.329,12.387,12.305,12.3,12.302,12.357,12.382,12.407,12.44,12.453,12.385,12.409,12.417,12.43,12.4,12.106,12.263,12.47,12.722,12.091,12.263,12.478,12.684,12.839,12.143,12.107,12.146,12.16,12.154,12.168,13.622,12.576,618300000.0,-2.6784000000000003,0.8,DA
12500.0,8.31,11.315,-0.716,11.456,12.173,12.031,12.073,12.095,12.274,12.293,12.352,12.257,12.258,12.265,12.323,12.348,12.373,12.407,12.422,12.351,12.375,12.384,12.398,12.297,12.014,12.19,12.41,12.67,12.001,12.19,12.417,12.631,12.79,12.064,12.019,12.086,12.081,12.067,12.109,13.098,12.396,553500000.0,-2.606,0.8,DA
13000.0,8.308,11.141,-0.822,11.372,12.095,11.963,12.017,12.05,12.239,12.262,12.322,12.219,12.222,12.235,12.293,12.319,12.344,12.379,12.394,12.323,12.346,12.355,12.369,12.213,11.939,12.132,12.362,12.628,11.927,12.132,12.37,12.588,12.75,12.0,11.948,12.038,12.018,11.996,12.061,12.657,12.238,497400000.0,-2.5364,0.8,DA
13500.0,8.307,10.974,-0.931,11.297,12.026,11.905,11.968,12.012,12.208,12.235,12.295,12.185,12.191,12.207,12.266,12.293,12.318,12.353,12.369,12.296,12.32,12.328,12.342,12.139,11.873,12.081,12.321,12.591,11.862,12.081,12.328,12.551,12.715,11.945,11.886,11.997,11.962,11.935,12.019,12.292,12.1,448400000.0,-2.4696000000000002,0.8,DA
14000.0,8.306,10.813,-1.033,11.217,11.954,11.846,11.918,11.97,12.174,12.205,12.267,12.148,12.157,12.178,12.238,12.265,12.29,12.326,12.342,12.269,12.292,12.301,12.315,12.058,11.805,12.029,12.277,12.552,11.796,12.029,12.285,12.511,12.677,11.888,11.821,11.952,11.905,11.871,11.975,12.022,11.963,405500000.0,-2.4052000000000002,0.8,DA
14500.0,8.305,10.658,-1.127,11.127,11.877,11.784,11.863,11.924,12.137,12.173,12.235,12.108,12.12,12.145,12.207,12.236,12.261,12.298,12.315,12.239,12.263,12.272,12.286,11.969,11.732,11.972,12.229,12.509,11.726,11.973,12.237,12.468,12.636,11.826,11.751,11.904,11.842,11.802,11.927,11.811,11.825,367700000.0,-2.3432,0.8,DA
15000.0,8.303,10.507,-1.216,11.034,11.799,11.723,11.808,11.877,12.099,12.139,12.203,12.067,12.082,12.111,12.174,12.205,12.231,12.269,12.287,12.209,12.233,12.243,12.257,11.876,11.66,11.915,12.18,12.464,11.656,11.916,12.188,12.423,12.593,11.763,11.681,11.854,11.78,11.733,11.877,11.626,11.694,334200000.0,-2.2828,0.8,DA
15500.0,8.302,10.362,-1.302,10.941,11.724,11.664,11.754,11.831,12.061,12.105,12.17,12.025,12.044,12.077,12.142,12.175,12.201,12.24,12.259,12.179,12.203,12.213,12.228,11.783,11.59,11.859,12.131,12.42,11.589,11.86,12.139,12.377,12.55,11.702,11.613,11.804,11.719,11.666,11.828,11.457,11.569,304300000.0,-2.2248,0.8,DA
16000.0,8.301,10.221,-1.387,10.85,11.652,11.608,11.701,11.784,12.022,12.07,12.138,11.983,12.005,12.042,12.11,12.145,12.172,12.212,12.231,12.149,12.173,12.184,12.2,11.692,11.524,11.805,12.083,12.375,11.525,11.806,12.092,12.332,12.507,11.643,11.547,11.755,11.66,11.601,11.779,11.299,11.45,277600000.0,-2.1684,0.8,DA
16500.0,8.3,10.084,-1.47,10.761,11.583,11.554,11.65,11.739,11.985,12.036,12.105,11.942,11.968,12.008,12.077,12.114,12.142,12.184,12.204,12.119,12.143,12.155,12.171,11.604,11.46,11.753,12.036,12.331,11.464,11.754,12.045,12.288,12.464,11.586,11.484,11.707,11.602,11.539,11.731,11.151,11.334,253500000.0,-2.1136,0.8,DA
17000.0,8.298,9.951,-1.55,10.675,11.516,11.501,11.601,11.694,11.947,12.002,12.073,11.902,11.93,11.974,12.045,12.085,12.113,12.156,12.178,12.09,12.114,12.127,12.143,11.517,11.398,11.703,11.99,12.288,11.405,11.704,11.999,12.245,12.422,11.531,11.422,11.66,11.547,11.478,11.685,11.01,11.223,231700000.0,-2.0604000000000005,0.8,DA
20000.0,8.291,9.227,-1.985,10.208,11.157,11.212,11.326,11.444,11.736,11.807,11.887,11.675,11.719,11.779,11.861,11.912,11.947,12.001,12.032,11.919,11.947,11.964,11.984,11.05,11.065,11.422,11.734,12.046,11.084,11.424,11.743,12.0,12.186,11.227,11.086,11.4,11.242,11.149,11.425,10.276,10.627,136000000.0,-1.7708000000000002,0.8,DA
25000.0,8.278,8.226,-2.564,9.568,10.651,10.79,10.923,11.072,11.415,11.507,11.602,11.333,11.398,11.478,11.577,11.648,11.693,11.769,11.809,11.656,11.693,11.716,11.745,10.41,10.591,11.012,11.353,11.684,10.624,11.015,11.363,11.635,11.833,10.786,10.604,11.015,10.799,10.675,11.04,9.323,9.825,51190000.0,-1.3704000000000005,0.8,DA
30000.0,8.265,7.401,-2.987,8.999,10.181,10.388,10.533,10.704,11.088,11.198,11.304,10.989,11.071,11.168,11.28,11.365,11.415,11.49,11.518,11.375,11.414,11.441,11.469,9.841,10.147,10.618,10.98,11.324,10.192,10.621,10.99,11.274,11.481,10.365,10.151,10.638,10.377,10.229,10.664,8.603,9.159,15210000.0,-1.0404,0.8,DA
35000.0,8.252,6.699,-3.368,8.574,9.814,10.067,10.216,10.398,10.8,10.916,11.022,10.693,10.781,10.887,10.999,11.084,11.126,11.17,11.158,11.093,11.123,11.145,11.163,9.416,9.797,10.297,10.671,11.02,9.85,10.302,10.681,10.969,11.179,10.028,9.794,10.325,10.038,9.877,10.351,8.126,8.695,6064000.0,-0.7596,0.8,DA
40000.0,8.239,6.088,-3.766,8.309,9.577,9.853,10.004,10.192,10.602,10.722,10.827,10.492,10.583,10.692,10.804,10.886,10.924,10.958,10.932,10.895,10.921,10.942,10.955,9.151,9.568,10.085,10.464,10.816,9.626,10.089,10.475,10.764,10.976,9.807,9.562,10.116,9.816,9.647,10.143,7.816,8.404,3515000.0,-0.5152000000000001,0.8,DA
45000.0,8.227,5.544,-4.146,8.114,9.399,9.69,9.843,10.034,10.449,10.57,10.674,10.337,10.429,10.54,10.651,10.732,10.768,10.793,10.757,10.741,10.765,10.784,10.794,8.957,9.396,9.922,10.306,10.658,9.456,9.927,10.316,10.607,10.82,9.638,9.387,9.956,9.647,9.474,9.983,7.584,8.189,2380000.0,-0.2975999999999999,0.8,DA
50000.0,8.214,5.055,-4.498,7.955,9.25,9.553,9.707,9.901,10.318,10.44,10.544,10.205,10.298,10.411,10.521,10.601,10.635,10.654,10.611,10.609,10.631,10.65,10.658,8.797,9.251,9.785,10.172,10.525,9.313,9.79,10.182,10.474,10.687,9.497,9.242,9.821,9.506,9.329,9.848,7.392,8.014,1736000.0,-0.10199999999999995,0.8,DA
55000.0,8.201,4.607,-4.823,7.815,9.12,9.43,9.585,9.781,10.201,10.324,10.427,10.088,10.181,10.294,10.405,10.483,10.515,10.53,10.481,10.491,10.512,10.529,10.535,8.658,9.124,9.663,10.052,10.407,9.187,9.669,10.063,10.355,10.569,9.372,9.113,9.701,9.381,9.201,9.728,7.226,7.861,1320000.0,0.07719999999999985,0.8,DA
60000.0,8.187,4.195,-5.123,7.689,9.001,9.318,9.474,9.672,10.093,10.217,10.32,9.979,10.073,10.187,10.297,10.375,10.406,10.416,10.364,10.382,10.402,10.419,10.423,8.532,9.007,9.552,9.942,10.297,9.071,9.557,9.953,10.245,10.46,9.257,8.995,9.59,9.266,9.085,9.617,7.078,7.724,1036000.0,0.24199999999999983,0.8,DA
65000.0,8.173,3.813,-5.4,7.572,8.89,9.213,9.369,9.568,9.991,10.115,10.218,9.876,9.971,10.085,10.195,10.272,10.302,10.309,10.255,10.28,10.299,10.314,10.318,8.415,8.898,9.446,9.838,10.194,8.963,9.452,9.849,10.142,10.357,9.15,8.885,9.486,9.158,8.975,9.513,6.941,7.598,830900.0,0.3947999999999999,0.8,DA
70000.0,8.158,3.455,-5.657,7.461,8.784,9.112,9.269,9.469,9.893,10.018,10.12,9.778,9.873,9.988,10.098,10.174,10.202,10.207,10.151,10.181,10.199,10.214,10.216,8.304,8.793,9.346,9.739,10.095,8.86,9.351,9.75,10.043,10.258,9.047,8.781,9.386,9.055,8.871,9.414,6.812,7.479,674200.0,0.5379999999999999,0.8,DA
75000.0,8.143,3.117,-5.897,7.355,8.682,9.014,9.171,9.373,9.798,9.923,10.025,9.682,9.777,9.893,10.002,10.078,10.106,10.108,10.052,10.085,10.103,10.117,10.118,8.198,8.693,9.248,9.642,9.999,8.76,9.253,9.653,9.947,10.162,8.948,8.68,9.289,8.956,8.77,9.317,6.69,7.365,551200.0,0.6731999999999999,0.8,DA
80000.0,8.127,2.797,-6.121,7.251,8.582,8.917,9.076,9.278,9.704,9.829,9.931,9.588,9.683,9.799,9.909,9.984,10.011,10.011,9.956,9.991,10.008,10.021,10.022,8.094,8.594,9.152,9.547,9.905,8.662,9.158,9.558,9.853,10.068,8.85,8.58,9.194,8.858,8.671,9.222,6.573,7.255,451500.0,0.8011999999999999,0.8,DA
85000.0,8.11,2.491,-6.331,7.15,8.484,8.822,8.981,9.184,9.611,9.736,9.838,9.495,9.59,9.707,9.816,9.89,9.916,9.916,9.861,9.897,9.913,9.927,9.927,7.993,8.497,9.057,9.453,9.811,8.565,9.063,9.464,9.759,9.974,8.754,8.483,9.1,8.762,8.574,9.127,6.458,7.147,369200.0,0.9235999999999999,0.8,DA
90000.0,8.093,2.199,-6.529,7.049,8.386,8.728,8.887,9.091,9.519,9.644,9.746,9.402,9.498,9.614,9.723,9.797,9.823,9.821,9.768,9.804,9.82,9.833,9.833,7.892,8.4,8.963,9.36,9.718,8.469,8.968,9.371,9.666,9.881,8.658,8.386,9.006,8.666,8.478,9.034,6.346,7.042,302000.0,1.0404,0.8,DA
100000.0,8.054,1.646,-6.892,6.85,8.192,8.538,8.698,8.904,9.333,9.458,9.56,9.216,9.311,9.429,9.537,9.61,9.635,9.633,9.583,9.617,9.632,9.645,9.644,7.693,8.207,8.774,9.172,9.531,8.277,8.779,9.183,9.479,9.695,8.467,8.193,8.818,8.475,8.285,8.846,6.126,6.833,197400.0,1.2616,0.8,DA
110000.0,8.011,1.124,-7.219,6.646,7.992,8.343,8.504,8.71,9.14,9.266,9.368,9.023,9.119,9.237,9.345,9.418,9.442,9.44,9.394,9.424,9.439,9.451,9.451,7.49,8.009,8.579,8.979,9.338,8.079,8.585,8.99,9.285,9.502,8.271,7.994,8.624,8.278,8.087,8.652,5.904,6.621,119300.0,1.4704,0.8,DA
120000.0,7.961,0.621,-7.515,6.432,7.782,8.136,8.298,8.505,8.936,9.062,9.164,8.819,8.915,9.033,9.141,9.213,9.237,9.236,9.195,9.22,9.235,9.246,9.246,7.276,7.8,8.373,8.773,9.133,7.871,8.378,8.784,9.08,9.297,8.062,7.784,8.419,8.07,7.877,8.446,5.674,6.399,0.0,1.6716000000000002,0.8,DA
130000.0,7.902,0.125,-7.784,6.2,7.552,7.909,8.071,8.28,8.712,8.838,8.94,8.594,8.69,8.809,8.917,8.989,9.013,9.014,8.978,8.996,9.011,9.022,9.023,7.043,7.571,8.147,8.548,8.908,7.642,8.152,8.559,8.855,9.072,7.835,7.555,8.193,7.842,7.648,8.221,5.428,6.16,0.0,1.8699999999999999,0.8,DA
140000.0,7.835,-0.363,-8.031,5.953,7.309,7.668,7.831,8.04,8.473,8.6,8.702,8.355,8.452,8.57,8.679,8.751,8.775,8.779,8.748,8.758,8.773,8.784,8.786,6.797,7.328,7.906,8.308,8.669,7.4,7.912,8.319,8.616,8.833,7.593,7.312,7.953,7.6,7.406,7.981,5.169,5.908,0.0,2.0652,0.8,DA
150000.0,7.764,-0.842,-8.259,5.697,7.055,7.417,7.58,7.79,8.224,8.351,8.453,8.105,8.203,8.322,8.431,8.503,8.528,8.535,8.509,8.51,8.525,8.538,8.541,6.541,7.076,7.655,8.058,8.419,7.148,7.661,8.069,8.366,8.584,7.341,7.059,7.703,7.348,7.153,7.731,4.902,5.647,0.0,2.2567999999999997,0.8,DA
3250.0,8.355,17.278,-1.063,20.432,19.786,18.34,17.413,16.523,15.53,15.073,15.045,15.928,15.48,15.06,15.033,15.443,15.433,15.361,14.894,15.455,15.427,15.503,15.508,21.275,19.131,17.775,17.14,16.757,18.917,17.755,17.126,16.805,16.632,17.625,18.536,16.712,17.65,18.545,16.72,35.039,26.139,9902000000.0,-4.991199999999999,0.8,DB
3500.0,8.355,16.956,-0.848,19.606,19.112,17.803,16.968,16.157,15.28,14.877,14.858,15.634,15.232,14.863,14.842,15.144,15.296,15.235,14.773,15.175,15.283,15.381,15.377,20.449,18.514,17.3,16.746,16.423,18.322,17.284,16.734,16.461,16.32,17.192,18.0,16.333,17.215,18.01,16.341,33.131,24.937,9638000000.0,-4.862399999999999,0.8,DB
3750.0,8.355,16.656,-0.662,18.854,18.499,17.318,16.566,15.83,15.058,14.704,14.694,15.373,15.012,14.688,14.677,14.945,15.151,15.094,14.636,14.979,15.135,15.249,15.235,19.695,17.954,16.872,16.393,16.124,17.781,16.859,16.383,16.155,16.042,16.797,17.511,15.991,16.819,17.523,16.001,31.398,23.837,9367000000.0,-4.742399999999999,0.8,DB
4000.0,8.355,16.375,-0.517,18.19,17.959,16.892,16.214,15.544,14.865,14.548,14.535,15.146,14.82,14.531,14.516,14.779,14.965,14.901,14.442,14.815,14.951,15.049,15.036,19.029,17.46,16.497,16.085,15.864,17.306,16.486,16.076,15.888,15.8,16.446,17.078,15.692,16.466,17.091,15.703,29.868,22.863,9067000000.0,-4.63,0.8,DB
4250.0,8.354,16.112,-0.399,17.594,17.476,16.511,15.898,15.289,14.69,14.405,14.386,14.942,14.647,14.387,14.365,14.595,14.738,14.638,14.203,14.626,14.729,14.792,14.768,18.432,17.018,16.162,15.809,15.631,16.88,16.153,15.802,15.648,15.583,16.127,16.687,15.424,16.147,16.703,15.436,28.477,21.981,8739000000.0,-4.524799999999999,0.8,DB
4500.0,8.354,15.863,-0.31,17.075,17.052,16.173,15.614,15.056,14.529,14.272,14.251,14.754,14.487,14.254,14.229,14.436,14.582,14.479,14.045,14.467,14.572,14.635,14.608,17.911,16.628,15.862,15.559,15.418,16.503,15.855,15.553,15.43,15.384,15.837,16.338,15.18,15.857,16.355,15.193,27.254,21.21,8393000000.0,-4.425199999999999,0.8,DB
4750.0,8.354,15.628,-0.239,16.604,16.667,15.866,15.356,14.847,14.384,14.152,14.125,14.586,14.344,14.133,14.103,14.285,14.411,14.287,13.876,14.314,14.403,14.449,14.415,17.438,16.274,15.591,15.334,15.226,16.161,15.585,15.329,15.234,15.206,15.573,16.019,14.959,15.592,16.038,14.973,26.139,20.507,7989000000.0,-4.3312,0.8,DB
5000.0,8.354,15.404,-0.184,16.173,16.316,15.589,15.124,14.659,14.255,14.042,14.007,14.435,14.216,14.023,13.983,14.132,14.237,14.097,13.717,14.157,14.231,14.263,14.222,17.005,15.951,15.346,15.132,15.054,15.851,15.341,15.128,15.058,15.045,15.331,15.728,14.761,15.35,15.749,14.776,25.112,19.86,7555000000.0,-4.2416,0.8,DB
5250.0,8.353,15.192,-0.147,15.785,16.001,15.339,14.913,14.487,14.133,13.937,13.892,14.296,14.095,13.918,13.866,13.974,14.053,13.9,13.572,13.994,14.049,14.067,14.02,16.617,15.661,15.124,14.947,14.896,15.57,15.121,14.944,14.896,14.898,15.11,15.464,14.579,15.129,15.487,14.595,24.184,19.275,7049000000.0,-4.1568,0.8,DB
5500.0,8.353,14.988,-0.122,15.438,15.717,15.111,14.719,14.327,14.017,13.836,13.782,14.164,13.98,13.816,13.755,13.82,13.873,13.717,13.462,13.833,13.871,13.876,13.825,16.269,15.398,14.921,14.776,14.749,15.317,14.919,14.774,14.745,14.759,14.906,15.223,14.411,14.924,15.248,14.427,23.355,18.753,6429000000.0,-4.0752,0.8,DB
5750.0,8.352,14.794,-0.106,15.119,15.454,14.899,14.539,14.178,13.91,13.743,13.683,14.042,13.874,13.723,13.654,13.678,13.706,13.557,13.371,13.685,13.704,13.7,13.648,15.95,15.155,14.733,14.618,14.612,15.082,14.731,14.617,14.606,14.631,14.715,14.998,14.255,14.734,15.025,14.272,22.599,18.275,5692000000.0,-3.9976,0.8,DB
6000.0,8.352,14.607,-0.098,14.823,15.212,14.705,14.373,14.042,13.811,13.656,13.593,13.929,13.775,13.635,13.564,13.553,13.56,13.431,13.302,13.555,13.56,13.549,13.502,15.653,14.93,14.559,14.472,14.485,14.864,14.558,14.471,14.476,14.512,14.538,14.79,14.11,14.556,14.819,14.128,21.892,17.829,4911000000.0,-3.9227999999999996,0.8,DB
