Teff,logg,Mbol,BC,U,B,V,R,I,J,H,Ks,Y,J,H,K,W1,W2,W3,W4,S3.6,S4.5,S5.8,S8.0,u,g,r,i,z,g,r,i,z,y,G2,G2_BP,G2_RP,G3,G3_BP,G3_RP,FUV,NUV,Age,logL,mass,spectral_type
15500.0,8.618,10.908,-1.292,11.455,12.28,12.2,12.289,12.36,12.599,12.637,12.705,12.561,12.582,12.609,12.677,12.711,12.74,12.783,12.803,12.716,12.742,12.753,12.769,12.295,12.144,12.396,12.661,12.949,12.14,12.397,12.669,12.907,13.081,12.243,12.156,12.338,12.26,12.21,12.361,11.978,12.079,520900000.0,-2.4432,1.0,DA
16000.0,8.617,10.768,-1.377,11.37,12.21,12.145,12.238,12.317,12.563,12.606,12.675,12.523,12.547,12.577,12.648,12.684,12.713,12.756,12.777,12.688,12.714,12.726,12.742,12.21,12.079,12.344,12.616,12.908,12.077,12.345,12.624,12.865,13.042,12.187,12.092,12.292,12.203,12.147,12.315,11.817,11.96,476600000.0,-2.3872000000000004,1.0,DA
16500.0,8.616,10.632,-1.459,11.285,12.142,12.091,12.189,12.274,12.528,12.574,12.645,12.484,12.511,12.546,12.618,12.656,12.685,12.729,12.751,12.661,12.687,12.699,12.716,12.126,12.016,12.293,12.571,12.867,12.016,12.294,12.58,12.823,13.002,12.131,12.03,12.246,12.147,12.086,12.27,11.667,11.847,437100000.0,-2.3327999999999998,1.0,DA
17000.0,8.615,10.5,-1.539,11.202,12.076,12.04,12.141,12.231,12.492,12.542,12.615,12.446,12.476,12.514,12.588,12.628,12.658,12.703,12.726,12.633,12.659,12.671,12.689,12.043,11.955,12.244,12.527,12.826,11.958,12.245,12.536,12.782,12.962,12.077,11.97,12.201,12.093,12.027,12.225,11.525,11.738,401800000.0,-2.2800000000000002,1.0,DA
20000.0,8.61,9.782,-1.974,10.746,11.719,11.757,11.873,11.989,12.287,12.355,12.437,12.225,12.271,12.326,12.411,12.463,12.499,12.555,12.587,12.469,12.499,12.516,12.537,11.587,11.625,11.97,12.278,12.591,11.64,11.972,12.287,12.545,12.734,11.779,11.639,11.948,11.793,11.702,11.972,10.798,11.155,251500000.0,-1.9928000000000001,1.0,DA
25000.0,8.602,8.793,-2.554,10.12,11.22,11.347,11.482,11.629,11.978,12.068,12.164,11.895,11.962,12.038,12.139,12.21,12.256,12.334,12.374,12.219,12.256,12.28,12.309,10.962,11.159,11.572,11.91,12.242,11.19,11.575,11.92,12.193,12.393,11.348,11.167,11.575,11.361,11.238,11.6,9.86,10.369,125000000.0,-1.5971999999999997,1.0,DA
30000.0,8.594,7.981,-2.978,9.565,10.76,10.959,11.105,11.275,11.663,11.77,11.878,11.563,11.646,11.741,11.854,11.939,11.99,12.065,12.093,11.949,11.988,12.015,12.044,10.407,10.726,11.191,11.551,11.895,10.77,11.194,11.561,11.845,12.053,10.94,10.725,11.211,10.951,10.804,11.237,9.163,9.721,61630000.0,-1.2724,1.0,DA
35000.0,8.585,7.29,-3.364,9.159,10.406,10.654,10.803,10.984,11.39,11.505,11.612,11.282,11.372,11.475,11.589,11.674,11.718,11.766,11.758,11.684,11.715,11.738,11.757,10.001,10.39,10.886,11.258,11.607,10.442,10.89,11.268,11.556,11.767,10.618,10.384,10.913,10.628,10.467,10.94,8.706,9.278,26090000.0,-0.9960000000000001,1.0,DA
40000.0,8.576,6.688,-3.764,8.907,10.18,10.452,10.604,10.791,11.204,11.322,11.428,11.093,11.185,11.292,11.405,11.489,11.529,11.567,11.547,11.498,11.526,11.547,11.562,9.749,10.172,10.685,11.063,11.415,10.229,10.689,11.074,11.363,11.576,10.408,10.163,10.716,10.417,10.249,10.743,8.41,9.0,8206000.0,-0.7552,1.0,DA
45000.0,8.568,6.155,-4.146,8.724,10.013,10.301,10.454,10.645,11.062,11.183,11.288,10.949,11.043,11.153,11.265,11.348,11.385,11.416,11.386,11.356,11.382,11.402,11.415,9.567,10.01,10.534,10.917,11.27,10.07,10.539,10.927,11.218,11.432,10.251,10.0,10.568,10.26,10.087,10.595,8.19,8.798,3088000.0,-0.5420000000000001,1.0,DA
50000.0,8.56,5.678,-4.5,8.579,9.879,10.177,10.332,10.526,10.946,11.067,11.172,10.832,10.926,11.038,11.15,11.231,11.267,11.292,11.255,11.24,11.264,11.283,11.293,9.421,9.879,10.411,10.797,11.151,9.941,10.416,10.807,11.099,11.313,10.124,9.868,10.447,10.133,9.956,10.474,8.013,8.636,1766000.0,-0.35120000000000007,1.0,DA
55000.0,8.552,5.244,-4.826,8.454,9.763,10.07,10.226,10.422,10.844,10.967,11.071,10.729,10.824,10.937,11.049,11.129,11.164,11.184,11.141,11.137,11.16,11.179,11.187,9.297,9.766,10.304,10.692,11.047,9.829,10.309,10.703,10.995,11.21,10.013,9.754,10.342,10.022,9.843,10.369,7.863,8.499,1198000.0,-0.17759999999999998,1.0,DA
60000.0,8.544,4.847,-5.127,8.344,9.659,9.974,10.13,10.328,10.752,10.875,10.98,10.636,10.731,10.846,10.957,11.037,11.07,11.087,11.04,11.045,11.067,11.085,11.092,9.187,9.665,10.208,10.598,10.954,9.729,10.213,10.609,10.902,11.117,9.914,9.652,10.247,9.923,9.742,10.274,7.73,8.378,879100.0,-0.01880000000000024,1.0,DA
65000.0,8.537,4.48,-5.405,8.244,9.565,9.885,10.042,10.241,10.667,10.791,10.895,10.551,10.646,10.761,10.873,10.952,10.984,10.997,10.948,10.96,10.98,10.998,11.003,9.087,9.572,10.12,10.511,10.868,9.638,10.125,10.522,10.816,11.031,9.824,9.559,10.16,9.832,9.649,10.187,7.61,8.269,676500.0,0.12799999999999975,1.0,DA
70000.0,8.529,4.138,-5.664,8.151,9.477,9.802,9.96,10.161,10.587,10.712,10.816,10.471,10.566,10.682,10.793,10.872,10.903,10.913,10.862,10.88,10.9,10.916,10.921,8.994,9.486,10.037,10.43,10.787,9.552,10.042,10.441,10.735,10.95,9.739,9.472,10.078,9.747,9.563,10.105,7.5,8.168,534800.0,0.2648,1.0,DA
75000.0,8.521,3.819,-5.905,8.065,9.394,9.724,9.882,10.084,10.511,10.637,10.741,10.395,10.491,10.607,10.718,10.796,10.826,10.834,10.782,10.804,10.823,10.839,10.843,8.908,9.405,9.959,10.353,10.711,9.472,9.964,10.364,10.658,10.874,9.659,9.391,10.001,9.667,9.482,10.028,7.398,8.074,429100.0,0.39239999999999997,1.0,DA
80000.0,8.513,3.518,-6.13,7.982,9.315,9.649,9.808,10.01,10.439,10.565,10.668,10.322,10.418,10.535,10.646,10.723,10.753,10.759,10.706,10.731,10.75,10.765,10.768,8.825,9.327,9.884,10.28,10.638,9.395,9.89,10.29,10.585,10.801,9.583,9.313,9.927,9.591,9.404,9.954,7.301,7.985,346400.0,0.5128,1.0,DA
85000.0,8.504,3.234,-6.342,7.903,9.239,9.576,9.736,9.94,10.369,10.495,10.599,10.252,10.348,10.465,10.576,10.653,10.682,10.686,10.634,10.661,10.679,10.694,10.696,8.746,9.253,9.812,10.208,10.567,9.32,9.818,10.219,10.515,10.731,9.509,9.238,9.856,9.517,9.329,9.883,7.21,7.9,280100.0,0.6264,1.0,DA
90000.0,8.496,2.964,-6.542,7.827,9.166,9.506,9.666,9.871,10.301,10.427,10.531,10.183,10.28,10.398,10.508,10.585,10.613,10.616,10.564,10.592,10.61,10.624,10.626,8.67,9.18,9.742,10.139,10.498,9.249,9.748,10.15,10.446,10.662,9.438,9.165,9.786,9.446,9.257,9.814,7.122,7.818,226000.0,0.7343999999999999,1.0,DA
100000.0,8.478,2.462,-6.909,7.682,9.025,9.37,9.531,9.737,10.169,10.296,10.399,10.051,10.148,10.266,10.377,10.452,10.479,10.481,10.431,10.459,10.476,10.49,10.491,8.525,9.041,9.607,10.006,10.365,9.11,9.612,10.016,10.313,10.529,9.3,9.025,9.652,9.308,9.118,9.679,6.955,7.663,144400.0,0.9351999999999998,1.0,DA
110000.0,8.459,2.0,-7.239,7.542,8.89,9.239,9.401,9.608,10.041,10.168,10.272,9.923,10.02,10.139,10.249,10.324,10.351,10.351,10.304,10.331,10.347,10.361,10.361,8.385,8.907,9.476,9.876,10.236,8.977,9.482,9.887,10.184,10.401,9.168,8.891,9.522,9.176,8.984,9.55,6.798,7.515,0.0,1.1199999999999999,1.0,DA
120000.0,8.439,1.572,-7.539,7.408,8.759,9.112,9.274,9.483,9.916,10.044,10.147,9.798,9.895,10.014,10.125,10.199,10.225,10.226,10.182,10.206,10.222,10.235,10.235,8.251,8.777,9.349,9.75,10.111,8.847,9.355,9.761,10.059,10.276,9.039,8.761,9.396,9.047,8.854,9.424,6.648,7.374,0.0,1.2912,1.0,DA
130000.0,8.418,1.172,-7.814,7.276,8.63,8.987,9.15,9.359,9.794,9.922,10.025,9.675,9.773,9.892,10.002,10.077,10.102,10.103,10.063,10.083,10.099,10.112,10.112,8.12,8.65,9.225,9.627,9.988,8.721,9.23,9.638,9.935,10.153,8.913,8.633,9.272,8.921,8.726,9.3,6.502,7.236,0.0,1.4512,1.0,DA
140000.0,8.396,0.797,-8.068,7.149,8.505,8.864,9.028,9.238,9.674,9.802,9.905,9.555,9.652,9.772,9.883,9.957,9.982,9.984,9.948,9.963,9.979,9.991,9.993,7.992,8.525,9.103,9.506,9.867,8.597,9.108,9.517,9.815,10.032,8.79,8.509,9.151,8.797,8.602,9.179,6.362,7.102,0.0,1.6012,1.0,DA
150000.0,8.374,0.442,-8.302,7.024,8.383,8.744,8.909,9.12,9.556,9.685,9.788,9.437,9.535,9.655,9.765,9.839,9.864,9.869,9.837,9.846,9.861,9.874,9.876,7.868,8.404,8.983,9.387,9.749,8.476,8.989,9.398,9.696,9.914,8.669,8.387,9.032,8.677,8.481,9.06,6.227,6.973,0.0,1.7431999999999999,1.0,DA
3250.0,8.657,17.791,-1.104,21.01,20.352,18.894,17.96,17.063,16.06,15.581,15.443,16.462,16.01,15.57,15.421,15.792,15.923,15.868,15.401,15.834,15.912,16.017,16.019,21.854,19.692,18.324,17.682,17.295,19.476,18.304,17.668,17.343,17.167,18.17,19.09,17.253,18.195,19.098,17.261,35.634,26.741,8743000000.0,-5.1964,1.0,DB
3500.0,8.657,17.469,-0.881,20.174,19.668,18.35,17.507,16.691,15.805,15.379,15.26,16.163,15.757,15.366,15.237,15.537,15.805,15.768,15.3,15.593,15.787,15.918,15.915,21.017,19.067,17.842,17.282,16.954,18.873,17.825,17.27,16.994,16.85,17.731,18.547,16.867,17.754,18.556,16.876,33.69,25.521,8599000000.0,-5.0676000000000005,1.0,DB
3750.0,8.657,17.169,-0.686,19.409,19.045,17.855,17.098,16.357,15.579,15.203,15.113,15.897,15.533,15.189,15.09,15.366,15.671,15.652,15.169,15.419,15.65,15.805,15.798,20.251,18.496,17.405,16.922,16.65,18.322,17.392,16.912,16.681,16.567,17.329,18.049,16.519,17.351,18.06,16.529,31.927,24.406,8454000000.0,-4.9475999999999996,1.0,DB
4000.0,8.657,16.889,-0.535,18.737,18.499,17.424,16.741,16.067,15.382,15.048,14.97,15.666,15.338,15.032,14.947,15.183,15.42,15.367,14.892,15.227,15.403,15.52,15.505,19.577,17.997,17.025,16.609,16.386,17.841,17.014,16.6,16.41,16.321,16.973,17.61,16.216,16.994,17.624,16.227,30.371,23.419,8291000000.0,-4.8355999999999995,1.0,DB
4250.0,8.657,16.625,-0.41,18.128,18.005,17.035,16.42,15.809,15.209,14.909,14.838,15.462,15.166,14.892,14.814,15.025,15.206,15.118,14.662,15.064,15.195,15.273,15.252,18.966,17.545,16.685,16.33,16.151,17.406,16.676,16.323,16.169,16.103,16.649,17.212,15.944,16.669,17.227,15.957,28.959,22.52,8109000000.0,-4.7299999999999995,1.0,DB
4500.0,8.657,16.377,-0.319,17.601,17.576,16.696,16.136,15.578,15.048,14.777,14.708,15.275,15.006,14.759,14.683,14.856,15.022,14.931,14.492,14.89,15.011,15.086,15.064,18.436,17.151,16.384,16.081,15.939,17.026,16.377,16.075,15.951,15.905,16.36,16.861,15.701,16.379,16.878,15.715,27.712,21.734,7908000000.0,-4.630799999999999,1.0,DB
4750.0,8.657,16.142,-0.247,17.131,17.192,16.389,15.878,15.366,14.9,14.655,14.588,15.104,14.86,14.637,14.562,14.712,14.866,14.763,14.345,14.743,14.856,14.922,14.895,17.965,16.798,16.112,15.854,15.745,16.685,16.107,15.849,15.753,15.724,16.094,16.542,15.479,16.113,16.561,15.493,26.596,21.032,7687000000.0,-4.5367999999999995,1.0,DB
5000.0,8.656,15.919,-0.191,16.701,16.841,16.11,15.643,15.175,14.768,14.547,14.482,14.95,14.729,14.528,14.455,14.573,14.694,14.569,14.197,14.599,14.687,14.732,14.696,17.534,16.475,15.865,15.649,15.57,16.373,15.861,15.645,15.574,15.561,15.85,16.25,15.278,15.869,16.271,15.293,25.577,20.389,7441000000.0,-4.4475999999999996,1.0,DB
5250.0,8.656,15.707,-0.151,16.309,16.522,15.857,15.431,15.003,14.648,14.446,14.381,14.811,14.61,14.427,14.354,14.435,14.523,14.383,14.067,14.454,14.517,14.544,14.502,17.141,16.181,15.642,15.464,15.412,16.09,15.639,15.461,15.412,15.414,15.628,15.983,15.096,15.647,16.006,15.112,24.637,19.796,7143000000.0,-4.3628,1.0,DB
5500.0,8.656,15.504,-0.124,15.956,16.235,15.628,15.237,14.844,14.534,14.349,14.282,14.681,14.497,14.329,14.254,14.299,14.356,14.213,13.971,14.312,14.353,14.365,14.318,16.788,15.916,15.439,15.294,15.266,15.834,15.436,15.292,15.263,15.277,15.423,15.74,14.928,15.442,15.765,14.945,23.793,19.264,6724000000.0,-4.2816,1.0,DB
5750.0,8.656,15.31,-0.108,15.636,15.972,15.418,15.058,14.697,14.428,14.258,14.19,14.56,14.391,14.238,14.161,14.172,14.203,14.068,13.89,14.179,14.201,14.202,14.156,16.467,15.673,15.251,15.136,15.13,15.6,15.249,15.135,15.124,15.149,15.234,15.516,14.773,15.252,15.543,14.79,23.03,18.781,6207000000.0,-4.204000000000001,1.0,DB
6000.0,8.655,15.124,-0.099,15.341,15.731,15.223,14.892,14.56,14.328,14.172,14.106,14.447,14.293,14.152,14.076,14.059,14.066,13.946,13.823,14.061,14.065,14.057,14.014,16.172,15.449,15.078,14.99,15.003,15.383,15.077,14.989,14.995,15.03,15.057,15.309,14.629,15.075,15.338,14.646,22.33,18.337,5618000000.0,-4.129600000000001,1.0,DB
6250.0,8.655,14.946,-0.097,15.068,15.506,15.043,14.738,14.433,14.236,14.094,14.029,14.343,14.202,14.073,14.0,13.962,13.953,13.851,13.77,13.96,13.953,13.94,13.902,15.899,15.241,14.917,14.855,14.886,15.182,14.917,14.855,14.875,14.92,14.892,15.115,14.495,14.91,15.146,14.513,21.684,17.926,5043000000.0,-4.058400000000001,1.0,DB
6500.0,8.655,14.775,-0.102,14.817,15.299,14.877,14.595,14.315,14.149,14.019,13.958,14.244,14.115,13.998,13.929,13.878,13.858,13.775,13.726,13.873,13.858,13.842,13.81,15.647,15.049,14.768,14.729,14.777,14.997,14.768,14.73,14.763,14.817,14.738,14.936,14.37,14.756,14.968,14.389,21.091,17.548,4618000000.0,-3.9900000000000007,1.0,DB
6750.0,8.654,14.61,-0.111,14.585,15.107,14.721,14.46,14.203,14.067,13.949,13.894,14.151,14.033,13.927,13.864,13.808,13.781,13.715,13.687,13.802,13.782,13.765,13.739,15.415,14.87,14.628,14.61,14.673,14.823,14.629,14.611,14.658,14.719,14.593,14.768,14.252,14.611,14.802,14.271,20.551,17.202,4303000000.0,-3.9239999999999995,1.0,DB
7000.0,8.654,14.451,-0.123,14.369,14.928,14.575,14.335,14.099,13.989,13.883,13.833,14.064,13.956,13.861,13.804,13.747,13.717,13.664,13.65,13.74,13.718,13.701,13.68,15.199,14.703,14.498,14.499,14.576,14.662,14.498,14.5,14.559,14.628,14.457,14.61,14.142,14.474,14.646,14.161,20.053,16.881,4045000000.0,-3.8604,1.0,DB
7500.0,8.653,14.15,-0.159,13.981,14.604,14.31,14.105,13.906,13.845,13.759,13.722,13.902,13.812,13.736,13.693,13.642,13.614,13.585,13.59,13.635,13.615,13.601,13.589,14.811,14.4,14.259,14.295,14.396,14.368,14.261,14.297,14.376,14.458,14.208,14.323,13.939,14.225,14.362,13.959,19.162,16.307,3592000000.0,-3.7400000000000007,1.0,DB
8000.0,8.653,13.869,-0.205,13.64,14.318,14.074,13.898,13.732,13.712,13.645,13.621,13.754,13.681,13.622,13.592,13.552,13.532,13.529,13.561,13.547,13.532,13.525,13.522,14.47,14.132,14.045,14.111,14.233,14.108,14.047,14.113,14.21,14.304,13.983,14.067,13.756,14.0,14.108,13.777,18.392,15.807,3193000000.0,-3.6275999999999997,1.0,DB
8500.0,8.653,13.605,-0.272,13.348,14.076,13.877,13.726,13.585,13.597,13.545,13.532,13.628,13.567,13.521,13.504,13.48,13.472,13.492,13.51,13.477,13.471,13.474,13.481,14.178,13.906,13.867,13.956,14.096,13.89,13.87,13.96,14.07,14.172,13.794,13.851,13.602,13.81,13.895,13.623,17.721,15.356,2841000000.0,-3.522,1.0,DB
9000.0,8.652,13.355,-0.328,13.076,13.845,13.683,13.555,13.44,13.485,13.449,13.448,13.504,13.456,13.425,13.421,13.41,13.41,13.436,13.435,13.409,13.408,13.416,13.426,13.907,13.688,13.691,13.803,13.959,13.677,13.694,13.807,13.932,14.043,13.608,13.641,13.45,13.624,13.687,13.471,17.117,14.968,2528000000.0,-3.4219999999999997,1.0,DB
9500.0,8.652,13.119,-0.391,12.832,13.638,13.51,13.402,13.309,13.385,13.363,13.372,13.392,13.356,13.338,13.345,13.346,13.353,13.378,13.364,13.346,13.351,13.361,13.372,13.663,13.493,13.533,13.666,13.837,13.488,13.536,13.67,13.807,13.926,13.44,13.452,13.313,13.456,13.501,13.335,16.569,14.612,2249000000.0,-3.3275999999999994,1.0,DB
10000.0,8.651,12.895,-0.461,12.611,13.452,13.356,13.266,13.194,13.295,13.286,13.305,13.293,13.267,13.261,13.278,13.289,13.3,13.32,13.303,13.291,13.298,13.31,13.319,13.443,13.318,13.393,13.544,13.728,13.318,13.397,13.549,13.697,13.823,13.291,13.283,13.191,13.306,13.333,13.213,16.069,14.285,1999000000.0,-3.2379999999999995,1.0,DB
11000.0,8.65,12.479,-0.613,12.231,13.133,13.091,13.033,12.992,13.136,13.146,13.179,13.118,13.108,13.12,13.153,13.18,13.198,13.214,13.199,13.183,13.196,13.209,13.215,13.063,13.018,13.153,13.332,13.538,13.026,13.157,13.338,13.504,13.642,13.031,12.99,12.98,13.046,13.045,13.003,15.198,13.712,1559000000.0,-3.0715999999999997,1.0,DB
12000.0,8.649,12.098,-0.773,11.914,12.868,12.871,12.839,12.826,13.007,13.035,13.08,12.975,12.98,13.008,13.055,13.091,13.109,13.119,13.108,13.095,13.107,13.118,13.121,12.746,12.767,12.955,13.158,13.382,12.782,12.958,13.164,13.346,13.493,12.814,12.745,12.806,12.829,12.804,12.829,14.472,13.229,1207000000.0,-2.9192000000000005,1.0,DB
13000.0,8.648,11.748,-0.931,11.645,12.641,12.679,12.671,12.679,12.892,12.934,12.988,12.849,12.866,12.907,12.964,13.005,13.022,13.033,13.023,13.009,13.02,13.03,13.033,12.477,12.552,12.782,13.005,13.244,12.572,12.785,13.011,13.206,13.362,12.626,12.534,12.653,12.639,12.596,12.677,13.862,12.821,923400000.0,-2.7792,1.0,DB
14000.0,8.647,11.423,-1.083,11.413,12.442,12.506,12.518,12.545,12.785,12.839,12.9,12.732,12.759,12.811,12.876,12.92,12.937,12.949,12.942,12.925,12.935,12.944,12.949,12.246,12.362,12.625,12.866,13.117,12.386,12.628,12.873,13.077,13.241,12.456,12.346,12.514,12.47,12.41,12.538,13.342,12.474,719700000.0,-2.6492,1.0,DB
15000.0,8.646,11.121,-1.225,11.211,12.264,12.346,12.375,12.419,12.68,12.745,12.812,12.62,12.655,12.717,12.788,12.836,12.853,12.867,12.859,12.84,12.851,12.861,12.866,12.044,12.19,12.48,12.735,12.997,12.217,12.482,12.742,12.956,13.125,12.301,12.176,12.384,12.314,12.242,12.408,12.894,12.175,601200000.0,-2.5284000000000004,1.0,DB
16000.0,8.645,10.838,-1.357,11.033,12.102,12.195,12.239,12.296,12.575,12.649,12.722,12.508,12.551,12.621,12.698,12.75,12.769,12.783,12.772,12.754,12.767,12.777,12.783,11.866,12.032,12.341,12.608,12.879,12.06,12.343,12.616,12.836,13.01,12.154,12.019,12.257,12.167,12.087,12.282,12.504,11.915,507800000.0,-2.4151999999999996,1.0,DB
17000.0,8.644,10.573,-1.48,10.872,11.953,12.052,12.108,12.175,12.467,12.55,12.628,12.394,12.443,12.522,12.605,12.663,12.684,12.699,12.687,12.668,12.682,12.693,12.699,11.705,11.884,12.208,12.485,12.762,11.913,12.21,12.492,12.718,12.895,12.016,11.873,12.133,12.028,11.941,12.158,12.162,11.685,431600000.0,-2.3092,1.0,DB
18000.0,8.643,10.322,-1.598,10.728,11.817,11.919,11.986,12.06,12.36,12.45,12.533,12.284,12.336,12.422,12.51,12.578,12.604,12.622,12.612,12.584,12.602,12.615,12.621,11.561,11.75,12.085,12.368,12.65,11.779,12.086,12.376,12.606,12.785,11.888,11.739,12.017,11.9,11.808,12.042,11.859,11.481,369300000.0,-2.2087999999999997,1.0,DB
19000.0,8.642,10.085,-1.717,10.598,11.696,11.802,11.878,11.957,12.261,12.356,12.442,12.183,12.237,12.327,12.419,12.496,12.53,12.556,12.55,12.503,12.527,12.544,12.554,11.432,11.63,11.975,12.264,12.549,11.659,11.977,12.271,12.505,12.684,11.774,11.62,11.913,11.786,11.69,11.938,11.589,11.298,317700000.0,-2.1140000000000003,1.0,DB
20000.0,8.641,9.859,-1.841,10.482,11.589,11.7,11.785,11.869,12.175,12.273,12.36,12.097,12.151,12.244,12.337,12.419,12.46,12.5,12.497,12.428,12.457,12.48,12.495,11.317,11.525,11.881,12.174,12.463,11.555,11.882,12.182,12.419,12.599,11.675,11.515,11.824,11.687,11.586,11.849,11.345,11.133,274500000.0,-2.0236,1.0,DB
21000.0,8.64,9.645,-1.969,10.379,11.495,11.614,11.706,11.795,12.105,12.205,12.292,12.026,12.081,12.176,12.269,12.352,12.397,12.45,12.45,12.361,12.393,12.421,12.441,11.214,11.434,11.801,12.1,12.391,11.465,11.802,12.107,12.347,12.528,11.59,11.425,11.749,11.602,11.496,11.774,11.127,10.985,238000000.0,-1.938,1.0,DB
22000.0,8.639,9.44,-2.101,10.289,11.414,11.541,11.639,11.734,12.048,12.15,12.237,11.968,12.024,12.121,12.214,12.297,12.343,12.405,12.409,12.307,12.34,12.369,12.393,11.124,11.356,11.733,12.037,12.332,11.388,11.734,12.045,12.287,12.47,11.517,11.347,11.687,11.529,11.42,11.712,10.932,10.855,206900000.0,-1.8559999999999999,1.0,DB
23000.0,8.638,9.245,-2.237,10.213,11.347,11.482,11.585,11.685,12.003,12.108,12.195,11.923,11.979,12.079,12.172,12.255,12.301,12.367,12.373,12.264,12.297,12.326,12.353,11.049,11.291,11.678,11.987,12.285,11.324,11.679,11.995,12.24,12.424,11.458,11.283,11.636,11.47,11.356,11.662,10.761,10.745,180300000.0,-1.7779999999999998,1.0,DB
24000.0,8.637,9.057,-2.382,10.159,11.299,11.44,11.546,11.651,11.972,12.078,12.166,11.89,11.948,12.049,12.143,12.226,12.271,12.336,12.344,12.235,12.268,12.296,12.322,10.995,11.245,11.639,11.951,12.251,11.279,11.639,11.959,12.206,12.391,11.415,11.237,11.6,11.427,11.311,11.626,10.627,10.664,157500000.0,-1.7028000000000003,1.0,DB
25000.0,8.636,8.877,-2.533,10.122,11.266,11.41,11.52,11.627,11.951,12.058,12.146,11.868,11.927,12.029,12.123,12.206,12.25,12.313,12.32,12.214,12.247,12.275,12.299,10.958,11.213,11.611,11.926,12.228,11.247,11.612,11.935,12.183,12.369,11.386,11.206,11.575,11.398,11.28,11.601,10.532,10.608,137700000.0,-1.6308000000000002,1.0,DB
26000.0,8.635,8.704,-2.68,10.089,11.236,11.385,11.496,11.606,11.931,12.039,12.128,11.848,11.908,12.01,12.105,12.187,12.231,12.291,12.298,12.196,12.227,12.254,12.278,10.925,11.185,11.587,11.904,12.208,11.22,11.588,11.913,12.162,12.348,11.36,11.178,11.553,11.372,11.252,11.579,10.443,10.559,120300000.0,-1.5616000000000003,1.0,DB
27000.0,8.634,8.538,-2.818,10.052,11.203,11.356,11.469,11.582,11.91,12.019,12.108,11.826,11.887,11.99,12.085,12.166,12.209,12.266,12.274,12.175,12.205,12.232,12.254,10.889,11.153,11.56,11.88,12.185,11.189,11.561,11.888,12.139,12.326,11.331,11.146,11.528,11.343,11.221,11.554,10.341,10.502,105100000.0,-1.4952,1.0,DB
28000.0,8.632,8.377,-2.944,10.008,11.163,11.321,11.437,11.554,11.886,11.995,12.084,11.8,11.862,11.966,12.061,12.142,12.184,12.239,12.248,12.151,12.181,12.206,12.227,10.844,11.115,11.528,11.851,12.158,11.151,11.529,11.859,12.112,12.3,11.296,11.108,11.499,11.308,11.183,11.525,10.228,10.433,91640000.0,-1.4308000000000003,1.0,DB
29000.0,8.631,8.222,-3.06,9.957,11.117,11.282,11.401,11.522,11.858,11.969,12.058,11.771,11.835,11.939,12.035,12.116,12.157,12.21,12.22,12.124,12.153,12.178,12.198,10.794,11.071,11.491,11.818,12.127,11.108,11.492,11.826,12.081,12.27,11.256,11.065,11.466,11.268,11.14,11.492,10.11,10.354,79680000.0,-1.3687999999999998,1.0,DB
30000.0,8.63,8.072,-3.167,9.9,11.067,11.238,11.362,11.487,11.828,11.94,12.03,11.739,11.804,11.91,12.007,12.087,12.127,12.18,12.191,12.095,12.123,12.147,12.167,10.737,11.023,11.45,11.781,12.094,11.061,11.451,11.79,12.047,12.238,11.212,11.017,11.43,11.224,11.093,11.456,9.995,10.271,69030000.0,-1.3087999999999997,1.0,DB
31000.0,8.629,7.926,-3.266,9.84,11.014,11.192,11.319,11.45,11.795,11.908,11.999,11.705,11.772,11.879,11.977,12.056,12.095,12.149,12.162,12.064,12.092,12.116,12.136,10.677,10.972,11.407,11.742,12.058,11.011,11.408,11.751,12.011,12.202,11.166,10.967,11.39,11.177,11.043,11.417,9.884,10.187,59510000.0,-1.2504000000000002,1.0,DB
32000.0,8.628,7.785,-3.359,9.777,10.959,11.145,11.275,11.41,11.76,11.875,11.967,11.668,11.737,11.846,11.944,12.024,12.063,12.117,12.133,12.032,12.059,12.083,12.104,10.615,10.919,11.362,11.701,12.019,10.96,11.363,11.71,11.972,12.165,11.117,10.914,11.349,11.128,10.991,11.375,9.776,10.103,50980000.0,-1.1940000000000002,1.0,DB
33000.0,8.627,7.649,-3.448,9.713,10.903,11.096,11.229,11.368,11.723,11.839,11.932,11.629,11.7,11.81,11.909,11.99,12.03,12.086,12.105,11.998,12.026,12.05,12.072,10.551,10.865,11.315,11.658,11.978,10.908,11.316,11.667,11.931,12.125,11.067,10.86,11.306,11.078,10.938,11.332,9.672,10.02,43360000.0,-1.1396000000000002,1.0,DB
34000.0,8.625,7.516,-3.532,9.649,10.847,11.048,11.183,11.326,11.685,11.803,11.897,11.59,11.662,11.774,11.874,11.956,11.996,12.056,12.078,11.964,11.993,12.018,12.04,10.487,10.812,11.268,11.614,11.937,10.856,11.27,11.623,11.889,12.085,11.018,10.807,11.262,11.028,10.886,11.288,9.571,9.938,36570000.0,-1.0864,1.0,DB
35000.0,8.624,7.387,-3.613,9.586,10.791,11.001,11.137,11.283,11.647,11.766,11.862,11.55,11.624,11.737,11.839,11.922,11.963,12.025,12.052,11.931,11.96,11.986,12.009,10.424,10.76,11.221,11.571,11.896,10.805,11.223,11.58,11.848,12.044,10.968,10.754,11.218,10.979,10.833,11.245,9.471,9.858,30560000.0,-1.0348,1.0,DB
